tid	readthrough_novelty	gid	max_tpm	log2_max_tpm
ENSG00000178882[4,5,1]	Known	ENSG00000178882	1.0113432256185375	0.016272696413898526
ENSG00000161939[2,3,1]	Known	ENSG00000161939	1.2220875210199054	0.28934760890455175
ENSG00000249884[1,1,1]	Known	ENSG00000249884	1.279272963589333	0.3553241306777217
ENSG00000196204[1,6,4]	Known	ENSG00000196204	42.673524776248485	5.415269375034864
ENSG00000196204[1,7,8]	Known	ENSG00000196204	1.5065815012883783	0.5912787202766301
ENSG00000215472[1,1,1]	Known	ENSG00000215472	2.844901651749899	1.5083787794263455
ENSG00000270800[1,2,1]	Known	ENSG00000270800	1.5496908366780828	0.6319804265448494
ENSG00000255071[1,1,1]	Known	ENSG00000255071	21.782966964574673	4.445128565634375
ENSG00000284874[1,1,1]	Known	ENSG00000284874	7.00747522419541	2.8088947384381324
ENSG00000213599[1,1,1]	Known	ENSG00000213599	17.90982149025066	4.162679052735326
ENSG00000213599[2,4,1]	Known	ENSG00000213599	18.549457972045328	4.213305125805293
ENSG00000213599[3,5,2]	Known	ENSG00000213599	16.025220783837252	4.002272328271341
ENSG00000260280[1,2,2]	Known	ENSG00000260280	2.1852573796141708	1.1278032103552007
ENSG00000260280[2,3,1]	Known	ENSG00000260280	5.827353012304456	2.5428407096340444
ENSG00000259332[2,3,2]	Known	ENSG00000259332	1.5971583358887866	0.6755073428545525
ENSG00000254876[1,1,1]	Known	ENSG00000254876	2.0219870875904586	1.0157737842198136
ENSG00000254876[1,2,2]	Known	ENSG00000254876	2.0446594517450145	1.0318605751028571
ENSG00000258644[1,1,1]	Known	ENSG00000258644	4.243329486047933	2.0851967053625664
ENSG00000258644[1,3,2]	Known	ENSG00000258644	1.023315213831947	0.0332506097802663
ENSG00000254806[1,1,1]	Known	ENSG00000254806	4.062266419680868	2.022284860448467
ENSG00000254806[1,4,1]	Known	ENSG00000254806	42.47641547597858	5.408590119192659
ENSG00000254806[2,2,2]	Known	ENSG00000254806	20.22686451237075	4.338200791301261
TALONG000062014[1,1,1]	Novel	TALONG000062014	7.079402579329763	2.8236276184715026
TALONG000062014[1,2,1]	Novel	TALONG000062014	6.0680593537112255	2.601235197135055
TALONG000064449[1,1,1]	Novel	TALONG000064449	10.890707395008135	3.445025760799381
TALONG000064449[1,2,2]	Novel	TALONG000064449	4.394119914276998	2.1355742410338747
TALONG000070061[1,1,1]	Novel	TALONG000070061	3.6616925624616092	1.8725106668230271
TALONG000070061[1,1,3]	Novel	TALONG000070061	3.666262563059716	1.8743101096257078
TALONG000070572[1,1,1]	Novel	TALONG000070572	11.379606606999596	3.5083787794263452
TALONG000070572[1,1,2]	Novel	TALONG000070572	21.76251239835442	4.443773214683985
TALONG000070853[1,1,1]	Novel	TALONG000070853	6.026848404271348	2.591403776563304
TALONG000077252[2,1,1]	Novel	TALONG000077252	7.061614944260319	2.8199981559670304
TALONG000078440[1,1,1]	Novel	TALONG000078440	12.220875210199054	3.611275703791914
TALONG000084015[1,1,1]	Novel	TALONG000084015	11.76868331971019	3.5568810155710753
TALONG000084015[1,2,2]	Novel	TALONG000084015	11.322487076924977	3.501118987636669
